ID_MUNICIP,code_muni,ID_ESTADO
150506,1505064,15
320506,3205069,32
230510,2305100,23
420510,4205100,42
270510,2705101,27
320510,3205101,32
510510,5105101,51
170510,1705102,17
220510,2205102,22
410510,4105102,41
260510,2605103,26
310510,3105103,31
500510,5005103,50
210510,2105104,21
350510,3505104,35
250510,2505105,25
150510,1505106,15
290510,2905107,29
240510,2405108,24
430510,4305108,43
280510,2805109,28
330510,3305109,33
520510,5205109,52
430511,4305116,43
430512,4305124,43
430513,4305132,43
330513,3305133,33
320515,3205150,32
510515,5105150,51
220515,2205151,22
260515,2605152,26
500515,5005152,50
210515,2105153,21
290515,2905156,29
430515,4305157,43
330515,3305158,33
420515,4205159,42
430517,4305173,43
420517,4205175,42
320517,3205176,32
510517,5105176,51
420519,4205191,42
270520,2705200,27
320520,3205200,32
510520,5105200,51
220520,2205201,22
410520,4105201,41
260520,2605202,26
310520,3105202,31
500520,5005202,50
210520,2105203,21
350520,3505203,35
250520,2505204,25
150520,1505205,15
290520,2905206,29
240520,2405207,24
430520,4305207,43
280520,2805208,28
330520,3305208,33
520520,5205208,52
230520,2305209,23
420520,4205209,42
230523,2305233,23
510523,5105234,51
250523,2505238,25
220525,2205250,22
500525,5005251,50
510525,5105259,51
230526,2305266,23
220527,2205276,22
250527,2505279,25
220530,2205300,22
410530,4105300,41
260530,2605301,26
310530,3105301,31
210530,2105302,21
350530,3505302,35
250530,2505303,25
150530,1505304,15
290530,2905305,29
240530,2405306,24
430530,4305306,43
280530,2805307,28
330530,3305307,33
520530,5205307,52
230530,2305308,23
420530,4205308,42
270530,2705309,27
320530,3205309,32
510530,5105309,51
230533,2305332,23
210535,2105351,21
350535,3505351,35
250535,2505352,25
430535,4305355,43
230535,2305357,23
420535,4205357,42
220535,2205359,22
430537,4305371,43
260540,2605400,26
310540,3105400,31
500540,5005400,50
210540,2105401,21
350540,3505401,35
250540,2505402,25
150540,1505403,15
290540,2905404,29
240540,2405405,24
430540,4305405,43
280540,2805406,28
330540,3305406,33
520540,5205406,52
230540,2305407,23
420540,4205407,42
270540,2705408,27
220540,2205409,22
410540,4105409,41
210542,2105427,21
420543,4205431,42
150543,1505437,15
430543,4305439,43
430544,4305447,43
210545,2105450,21
430545,4305454,43
520545,5205455,52
420545,4205456,42
220545,2205458,22
260545,2605459,26
520547,5205471,52
210547,2105476,21
150548,1505486,15
150549,1505494,15
520549,5205497,52
210550,2105500,21
350550,3505500,35
250550,2505501,25
150550,1505502,15
290550,2905503,29
240550,2405504,24
430550,4305504,43
280550,2805505,28
330550,3305505,33
230550,2305506,23
420550,4205506,42
270550,2705507,27
510550,5105507,51
170550,1705508,17
220550,2205508,22
410550,4105508,41
260550,2605509,26
310550,3105509,31
520551,5205513,52
220551,2205516,22
520552,5205521,52
220552,2205524,22
220553,2205532,22
150553,1505536,15
220554,2205540,22
150555,1505551,15
330555,3305554,33
420555,4205555,42
170555,1705557,17
220555,2205557,22
220556,2205565,22
220557,2205573,22
510558,5105580,51
220558,2205581,22
430558,4305587,43
220559,2205599,22
250560,2505600,25
150560,1505601,15
290560,2905602,29
240560,2405603,24
430560,4305603,43
280560,2805604,28
330560,3305604,33
230560,2305605,23
420560,4205605,42
270560,2705606,27
510560,5105606,51
170560,1705607,17
220560,2205607,22
410560,4105607,41
260560,2605608,26
310560,3105608,31
500560,5005608,50
210560,2105609,21
350560,3505609,35
510562,5105622,51
150563,1505635,15
150565,1505650,15
230565,2305654,23
210565,2105658,21
500568,5005681,50
150570,1505700,15
290570,2905701,29
240570,2405702,24
430570,4305702,43
280570,2805703,28
330570,3305703,33
520570,5205703,52
230570,2305704,23
420570,4205704,42
270570,2705705,27
220570,2205706,22
410570,4105706,41
260570,2605707,26
310570,3105707,31
500570,5005707,50
210570,2105708,21
350570,3505708,35
250570,2505709,25
330575,3305752,33
290580,2905800,29
240580,2405801,24
430580,4305801,43
280580,2805802,28
330580,3305802,33
520580,5205802,52
230580,2305803,23
420580,4205803,42
270580,2705804,27
220580,2205805,22
410580,4105805,41
260580,2605806,26
500580,5005806,50
210580,2105807,21
350580,3505807,35
250580,2505808,25
150580,1505809,15
430583,4305835,43
430585,4305850,43
220585,2205854,22
430587,4305871,43
240590,2405900,24
430590,4305900,43
280590,2805901,28
330590,3305901,33
520590,5205901,52
230590,2305902,23
420590,4205902,42
270590,2705903,27
510590,5105903,51
220590,2205904,22
410590,4105904,41
260590,2605905,26
310590,3105905,31
210590,2105906,21
350590,3505906,35
250590,2505907,25
150590,1505908,15
290590,2905909,29
210592,2105922,21
430593,4305934,43
210594,2105948,21
220595,2205953,22
430595,4305959,43
210596,2105963,21
430597,4305975,43
210598,2105989,21
270600,2706000,27
510600,5106000,51
170600,1706001,17
220600,2206001,22
410600,4106001,41
260600,2606002,26
310600,3106002,31
500600,5006002,50
210600,2106003,21
350600,3506003,35
250600,2506004,25
150600,1506005,15
290600,2906006,29
240600,2406007,24
430600,4306007,43
280600,2806008,28
330600,3306008,33
230600,2306009,23
420600,4206009,42
220605,2206050,22
430605,4306056,43
430607,4306072,43
170610,1706100,17
220610,2206100,22
410610,4106100,41
260610,2606101,26
310610,3106101,31
210610,2106102,21
350610,3506102,35
250610,2506103,25
150610,1506104,15
290610,2906105,29
240610,2406106,24
430610,4306106,43
280610,2806107,28
330610,3306107,33
230610,2306108,23
420610,4206108,42
270610,2706109,27
510610,5106109,51
150611,1506112,15
430613,4306130,43
150613,1506138,15
240615,2406155,24
330615,3306156,33
510615,5106158,51
150616,1506161,15
510617,5106174,51
510618,5106182,51
150618,1506187,15
510619,5106190,51
150619,1506195,15
260620,2606200,26
310620,3106200,31
500620,5006200,50
210620,2106201,21
350620,3506201,35
250620,2506202,25
150620,1506203,15
290620,2906204,29
240620,2406205,24
430620,4306205,43
280620,2806206,28
330620,3306206,33
520620,5206206,52
230620,2306207,23
420620,4206207,42
270620,2706208,27
510620,5106208,51
220620,2206209,22
410620,4106209,41
510621,5106216,51
510622,5106224,51
510623,5106232,51
510624,5106240,51
250625,2506251,25
230625,2306256,23
510625,5106257,51
170625,1706258,17
500625,5006259,50
510626,5106265,51
510627,5106273,51
500627,5006275,50
510628,5106281,51
510629,5106299,51
210630,2106300,21
350630,3506300,35
250630,2506301,25
150630,1506302,15
290630,2906303,29
240630,2406304,24
430630,4306304,43
280630,2806305,28
330630,3306305,33
520630,5206305,52
230630,2306306,23
420630,4206306,42
270630,2706307,27
510630,5106307,51
220630,2206308,22
410630,4106308,41
260630,2606309,26
310630,3106309,31
500630,5006309,50
510631,5106315,51
430632,4306320,43
210632,2106326,21
150635,1506351,15
430635,4306353,43
220635,2206357,22
500635,5006358,50
210635,2106359,21
350635,3506359,35
510637,5106372,51
210637,2106375,21
430637,4306379,43
250640,2506400,25
150640,1506401,15
290640,2906402,29
240640,2406403,24
430640,4306403,43
280640,2806404,28
520640,5206404,52
230640,2306405,23
420640,4206405,42
270640,2706406,27
220640,2206407,22
410640,4106407,41
260640,2606408,26
310640,3106408,31
500640,5006408,50
210640,2106409,21
350640,3506409,35
270642,2706422,27
510642,5106422,51
430642,4306429,43
270644,2706448,27
430645,4306452,43
510645,5106455,51
410645,4106456,41
150650,1506500,15
290650,2906501,29
240650,2406502,24
430650,4306502,43
280650,2806503,28
520650,5206503,52
230650,2306504,23
420650,4206504,42
270650,2706505,27
510650,5106505,51
170650,1706506,17
220650,2206506,22
410650,4106506,41
260650,2606507,26
310650,3106507,31
210650,2106508,21
350650,3506508,35
250650,2506509,25
430655,4306551,43
230655,2306553,23
410655,4106555,41
150655,1506559,15
410657,4106571,41
150658,1506583,15
290660,2906600,29
240660,2406601,24
430660,4306601,43
280660,2806602,28
520660,5206602,52
230660,2306603,23
420660,4206603,42
270660,2706604,27
220660,2206605,22
410660,4106605,41
260660,2606606,26
310660,3106606,31
500660,5006606,50
210660,2106607,21
350660,3506607,35
250660,2506608,25
150660,1506609,15
210663,2106631,21
420665,4206652,42
510665,5106653,51
220665,2206654,22
310665,3106655,31
220667,2206670,22
210667,2106672,21
220669,2206696,22
240670,2406700,24
430670,4306700,43
280670,2806701,28
520670,5206701,52
230670,2306702,23
420670,4206702,42
270670,2706703,27
510670,5106703,51
220670,2206704,22
410670,4106704,41
260670,2606705,26
310670,3106705,31
210670,2106706,21
350670,3506706,35
250670,2506707,25
150670,1506708,15
290670,2906709,29
220672,2206720,22
430673,4306734,43
420675,4206751,42
510675,5106752,51
220675,2206753,22
210675,2106755,21
430675,4306759,43
430676,4306767,43
510677,5106778,51
280680,2806800,28
520680,5206800,52
230680,2306801,23
420680,4206801,42
270680,2706802,27
510680,5106802,51
220680,2206803,22
410680,4106803,41
260680,2606804,26
310680,3106804,31
210680,2106805,21
350680,3506805,35
250680,2506806,25
150680,1506807,15
290680,2906808,29
240680,2406809,24
430680,4306809,43
290682,2906824,29
510682,5106828,51
510685,5106851,51
410685,4106852,41
290685,2906857,29
290687,2906873,29
290689,2906899,29
230690,2306900,23
420690,4206900,42
270690,2706901,27
220690,2206902,22
410690,4106902,41
260690,2606903,26
310690,3106903,31
500690,5006903,50
210690,2106904,21
350690,3506904,35
250690,2506905,25
150690,1506906,15
290690,2906907,29
240690,2406908,24
430690,4306908,43
280690,2806909,28
520690,5206909,52
430692,4306924,43
430693,4306932,43
220695,2206951,22
430695,4306957,43
430697,4306973,43
260700,2607000,26
310700,3107000,31
210700,2107001,21
350700,3507001,35
250700,2507002,25
150700,1507003,15
290700,2907004,29
240700,2407005,24
430700,4307005,43
280700,2807006,28
230700,2307007,23
420700,4207007,42
270700,2707008,27
510700,5107008,51
170700,1707009,17
220700,2207009,22
410700,4107009,41
510704,5107040,51
430705,4307054,43
510706,5107065,51
210710,2107100,21
350710,3507100,35
250710,2507101,25
150710,1507102,15
290710,2907103,29
240710,2407104,24
430710,4307104,43
280710,2807105,28
520710,5207105,52
230710,2307106,23
420710,4207106,42
270710,2707107,27
510710,5107107,51
170710,1707108,17
220710,2207108,22
410710,4107108,41
260710,2607109,26
310710,3107109,31
500710,5007109,50
410712,4107124,41
150715,1507151,15
510715,5107156,51
410715,4107157,41
350715,3507159,35
510718,5107180,51
510719,5107198,51
250720,2507200,25
150720,1507201,15
290720,2907202,29
240720,2407203,24
430720,4307203,43
280720,2807204,28
230720,2307205,23
420720,4207205,42
270720,2707206,27
510720,5107206,51
170720,1707207,17
220720,2207207,22
410720,4107207,41
260720,2607208,26
310720,3107208,31
500720,5007208,50
210720,2107209,21
350720,3507209,35
510724,5107248,51
240725,2407252,24
520725,5207253,52
230725,2307254,23
410725,4107256,41
210725,2107258,21
510726,5107263,51
510729,5107297,51
150730,1507300,15
290730,2907301,29
240730,2407302,24
430730,4307302,43
280730,2807303,28
230730,2307304,23
420730,4207304,42
270730,2707305,27
510730,5107305,51
170730,1707306,17
220730,2207306,22
410730,4107306,41
260730,2607307,26
310730,3107307,31
500730,5007307,50
210730,2107308,21
350730,3507308,35
250730,2507309,25
520735,5207352,52
510735,5107354,51
220735,2207355,22
210735,2107357,21
290740,2907400,29
240740,2407401,24
430740,4307401,43
280740,2807402,28
520740,5207402,52
230740,2307403,23
420740,4207403,42
270740,2707404,27
510740,5107404,51
170740,1707405,17
220740,2207405,22
410740,4107405,41
260740,2607406,26
310740,3107406,31
500740,5007406,50
210740,2107407,21
350740,3507407,35
250740,2507408,25
150740,1507409,15
430745,4307450,43
210745,2107456,21
350745,3507456,35
150745,1507458,15
150746,1507466,15
150747,1507474,15
240750,2407500,24
430750,4307500,43
280750,2807501,28
520750,5207501,52
230750,2307502,23
420750,4207502,42
270750,2707503,27
220750,2207504,22
410750,4107504,41
260750,2607505,26
310750,3107505,31
500750,5007505,50
210750,2107506,21
350750,3507506,35
250750,2507507,25
150750,1507508,15
290750,2907509,29
410752,4107520,41
520753,5207535,52
410753,4107538,41
410754,4107546,41
170755,1707553,17
220755,2207553,22
410755,4107553,41
500755,5007554,50
290755,2907558,29
430755,4307559,43
420757,4207577,42
510757,5107578,51
280760,2807600,28
520760,5207600,52
230760,2307601,23
420760,4207601,42
270760,2707602,27
510760,5107602,51
220760,2207603,22
410760,4107603,41
260760,2607604,26
310760,3107604,31
210760,2107605,21
350760,3507605,35
250760,2507606,25
150760,1507607,15
290760,2907608,29
240760,2407609,24
430760,4307609,43
230763,2307635,23
230765,2307650,23
420765,4207650,42
170765,1707652,17
410765,4107652,41
260765,2607653,26
420768,4207684,42
500769,5007695,50
230770,2307700,23
420770,4207700,42
270770,2707701,27
510770,5107701,51
170770,1707702,17
220770,2207702,22
410770,4107702,41
260770,2607703,26
310770,3107703,31
500770,5007703,50
210770,2107704,21
350770,3507704,35
250770,2507705,25
150770,1507706,15
290770,2907707,29
240770,2407708,24
430770,4307708,43
410773,4107736,41
510774,5107743,51
510775,5107750,51
220775,2207751,22
410775,4107751,41
260775,2607752,26
350775,3507753,35
150775,1507755,15
420775,4207759,42
510776,5107768,51
510777,5107776,51
220777,2207777,22
510779,5107792,51
220779,2207793,22
270780,2707800,27
510780,5107800,51
220780,2207801,22
410780,4107801,41
260780,2607802,26
310780,3107802,31
500780,5007802,50
210780,2107803,21
350780,3507803,35
250780,2507804,25
150780,1507805,15
290780,2907806,29
240780,2407807,24
430780,4307807,43
520780,5207808,52
230780,2307809,23
420780,4207809,42
430781,4307815,43
430783,4307831,43
220785,2207850,22
410785,4107850,41
420785,4207858,42
510785,5107859,51
430786,4307864,43
510787,5107875,51
510788,5107883,51
220790,2207900,22
410790,4107900,41
260790,2607901,26
310790,3107901,31
500790,5007901,50
210790,2107902,21
350790,3507902,35
250790,2507903,25
150790,1507904,15
290790,2907905,29
240790,2407906,24
430790,4307906,43
520790,5207907,52
230790,2307908,23
420790,4207908,42
270790,2707909,27
510790,5107909,51
510792,5107925,51
220793,2207934,22
500793,5007935,50
510794,5107941,51
260795,2607950,26
500795,5007950,50
150795,1507953,15
510795,5107958,51
220795,2207959,22
150796,1507961,15
500797,5007976,50
150797,1507979,15
250800,2508000,25
150800,1508001,15
290800,2908002,29
240800,2408003,24
430800,4308003,43
520800,5208004,52
230800,2308005,23
420800,4208005,42
270800,2708006,27
510800,5108006,51
220800,2208007,22
410800,4108007,41
260800,2608008,26
310800,3108008,31
500800,5008008,50
210800,2108009,21
350800,3508009,35
150803,1508035,15
150805,1508050,15
430805,4308052,43
510805,5108055,51
260805,2608057,26
210805,2108058,21
430807,4308078,43
150808,1508084,15
150810,1508100,15
290810,2908101,29
240810,2408102,24
430810,4308102,43
520810,5208103,52
230810,2308104,23
420810,4208104,42
270810,2708105,27
510810,5108105,51
220810,2208106,22
410810,4108106,41
260810,2608107,26
310810,3108107,31
210810,2108108,21
350810,3508108,35
250810,2508109,25
150812,1508126,15
520815,5208152,52
150815,1508159,15
290820,2908200,29
240820,2408201,24
430820,4308201,43
230820,2308203,23
420820,4208203,42
270820,2708204,27
510820,5108204,51
170820,1708205,17
220820,2208205,22
410820,4108205,41
260820,2608206,26
310820,3108206,31
210820,2108207,21
350820,3508207,35
250820,2508208,25
150820,1508209,15
430825,4308250,43
170825,1708254,17
260825,2608255,26
310825,3108255,31
210825,2108256,21
240830,2408300,24
430830,4308300,43
520830,5208301,52
230830,2308302,23
420830,4208302,42
270830,2708303,27
510830,5108303,51
170830,1708304,17
220830,2208304,22
410830,4108304,41
260830,2608305,26
310830,3108305,31
500830,5008305,50
210830,2108306,21
350830,3508306,35
250830,2508307,25
150830,1508308,15
290830,2908309,29
410832,4108320,41
230835,2308351,23
510835,5108352,51
150835,1508357,15
230837,2308377,23
520840,5208400,52
230840,2308401,23
420840,4208401,42
270840,2708402,27
510840,5108402,51
220840,2208403,22
410840,4108403,41
260840,2608404,26
310840,3108404,31
500840,5008404,50
210840,2108405,21
350840,3508405,35
250840,2508406,25
150840,1508407,15
290840,2908408,29
240840,2408409,24
430840,4308409,43
430843,4308433,43
420845,4208450,42
410845,4108452,41
260845,2608453,26
210845,2108454,21
430845,4308458,43
230850,2308500,23
420850,4208500,42
270850,2708501,27
510850,5108501,51
220850,2208502,22
410850,4108502,41
260850,2608503,26
310850,3108503,31
210850,2108504,21
350850,3508504,35
250850,2508505,25
290850,2908507,29
240850,2408508,24
430850,4308508,43
520850,5208509,52
220855,2208551,22
410855,4108551,41
310855,3108552,31
250855,2508554,25
270860,2708600,27
510860,5108600,51
220860,2208601,22
410860,4108601,41
260860,2608602,26
310860,3108602,31
210860,2108603,21
350860,3508603,35
250860,2508604,25
290860,2908606,29
240860,2408607,24
430860,4308607,43
520860,5208608,52
230860,2308609,23
420860,4208609,42
220865,2208650,22
410865,4108650,41
430865,4308656,43
220870,2208700,22
410870,4108700,41
260870,2608701,26
310870,3108701,31
210870,2108702,21
350870,3508702,35
250870,2508703,25
290870,2908705,29
240870,2408706,24
430870,4308706,43
520870,5208707,52
230870,2308708,23
420870,4208708,42
270870,2708709,27
260875,2608750,26
260880,2608800,26
310880,3108800,31
210880,2108801,21
350880,3508801,35
250880,2508802,25
290880,2908804,29
240880,2408805,24
430880,4308805,43
520880,5208806,52
230880,2308807,23
420880,4208807,42
270880,2708808,27
510880,5108808,51
220880,2208809,22
410880,4108809,41
430885,4308854,43
510885,5108857,51
220885,2208858,22
220887,2208874,22
210890,2108900,21
350890,3508900,35
250890,2508901,25
290890,2908903,29
240890,2408904,24
430890,4308904,43
520890,5208905,52
230890,2308906,23
420890,4208906,42
270890,2708907,27
510890,5108907,51
220890,2208908,22
410890,4108908,41
260890,2608909,26
310890,3108909,31
240895,2408953,24
420895,4208955,42
270895,2708956,27
510895,5108956,51
410895,4108957,41
290900,2909000,29
430900,4309001,43
230900,2309003,23
420900,4209003,42
270900,2709004,27
170900,1709005,17
220900,2209005,22
410900,4109005,41
260900,2609006,26
310900,3109006,31
210900,2109007,21
350900,3509007,35
250900,2509008,25
430905,4309050,43
210905,2109056,21
250905,2509057,25
240910,2409100,24
430910,4309100,43
520910,5209101,52
230910,2309102,23
420910,4209102,42
270910,2709103,27
220910,2209104,22
410910,4109104,41
260910,2609105,26
310910,3109105,31
210910,2109106,21
350910,3509106,35
250910,2509107,25
290910,2909109,29
430912,4309126,43
520915,5209150,52
420915,4209151,42
270915,2709152,27
220915,2209153,22
260915,2609154,26
250915,2509156,25
430915,4309159,43
420917,4209177,42
520920,5209200,52
230920,2309201,23
420920,4209201,42
270920,2709202,27
220920,2209203,22
410920,4109203,41
260920,2609204,26
310920,3109204,31
210920,2109205,21
350920,3509205,35
250920,2509206,25
290920,2909208,29
240920,2409209,24
430920,4309209,43
210923,2109239,21
310925,3109253,31
350925,3509254,35
430925,4309258,43
210927,2109270,21
520929,5209291,52
230930,2309300,23
420930,4209300,42
270930,2709301,27
170930,1709302,17
220930,2209302,22
410930,4109302,41
260930,2609303,26
310930,3109303,31
210930,2109304,21
350930,3509304,35
250930,2509305,25
290930,2909307,29
240930,2409308,24
430930,4309308,43
240933,2409332,24
250933,2509339,25
220935,2209351,22
250937,2509370,25
220937,2209377,22
250939,2509396,25
270940,2709400,27
220940,2209401,22
410940,4109401,41
260940,2609402,26
310940,3109402,31
210940,2109403,21
350940,3509403,35
250940,2509404,25
290940,2909406,29
240940,2409407,24
430940,4309407,43
520940,5209408,52
230940,2309409,23
420940,4209409,42
220945,2209450,22
310945,3109451,31
210945,2109452,21
350945,3509452,35
520945,5209457,52
230945,2309458,23
420945,4209458,42
170950,1709500,17
220950,2209500,22
410950,4109500,41
260950,2609501,26
310950,3109501,31
210950,2109502,21
350950,3509502,35
250950,2509503,25
290950,2909505,29
240950,2409506,24
430950,4309506,43
230950,2309508,23
420950,4209508,42
210955,2109551,21
430955,4309555,43
220955,2209559,22
430957,4309571,43
260960,2609600,26
310960,3109600,31
210960,2109601,21
350960,3509601,35
250960,2509602,25
290960,2909604,29
240960,2409605,24
430960,4309605,43
520960,5209606,52
230960,2309607,23
420960,4209607,42
220960,2209609,22
410960,4109609,41
430965,4309654,43
220965,2209658,22
410965,4109658,41
210970,2109700,21
350970,3509700,35
250970,2509701,25
290970,2909703,29
240970,2409704,24
430970,4309704,43
520970,5209705,52
230970,2309706,23
420970,4209706,42
220970,2209708,22
410970,4109708,41
260970,2609709,26
310970,3109709,31
430975,4309753,43
220975,2209757,22
410975,4109757,41
210975,2109759,21
250980,2509800,25
290980,2909802,29
240980,2409803,24
430980,4309803,43
520980,5209804,52
230980,2309805,23
420980,4209805,42
170980,1709807,17
220980,2209807,22
410980,4109807,41
260980,2609808,26
310980,3109808,31
210980,2109809,21
350980,3509809,35
420985,4209854,42
220985,2209856,22
220987,2209872,22
290990,2909901,29
240990,2409902,24
430990,4309902,43
520990,5209903,52
230990,2309904,23
420990,4209904,42
220990,2209906,22
410990,4109906,41
260990,2609907,26
310990,3109907,31
210990,2109908,21
350990,3509908,35
250990,2509909,25
520993,5209937,52
430995,4309951,43
520995,5209952,52
220995,2209955,22
350995,3509957,35
220997,2209971,22
521000,5210000,52
231000,2310001,23
421000,4210001,42
221000,2210003,22
411000,4110003,41
261000,2610004,26
311000,3110004,31
211000,2110005,21
351000,3510005,35
251000,2510006,25
291000,2910008,29
241000,2410009,24
431000,4310009,43
421003,4210035,42
211003,2110039,21
421005,4210050,42
221005,2210052,22
411005,4110052,41
291005,2910057,29
411007,4110078,41
231010,2310100,23
421010,4210100,42
221010,2210102,22
411010,4110102,41
261010,2610103,26
311010,3110103,31
211010,2110104,21
351010,3510104,35
251010,2510105,25
291010,2910107,29
241010,2410108,24
431010,4310108,43
521010,5210109,52
351015,3510153,35
521015,5210158,52
221020,2210201,22
411020,4110201,41
261020,2610202,26
311020,3110202,31
211020,2110203,21
351020,3510203,35
251020,2510204,25
291020,2910206,29
241020,2410207,24
431020,4310207,43
521020,5210208,52
231020,2310209,23
421020,4210209,42
211023,2110237,21
241025,2410256,24
231025,2310258,23
211027,2110278,21
221030,2210300,22
411030,4110300,41
261030,2610301,26
311030,3110301,31
211030,2110302,21
351030,3510302,35
251030,2510303,25
291030,2910305,29
241030,2410306,24
431030,4310306,43
521030,5210307,52
231030,2310308,23
421030,4210308,42
431033,4310330,43
221035,2210359,22
431036,4310363,43
221037,2210375,22
221038,2210383,22
221039,2210391,22
261040,2610400,26
311040,3110400,31
211040,2110401,21
351040,3510401,35
251040,2510402,25
291040,2910404,29
241040,2410405,24
431040,4310405,43
521040,5210406,52
231040,2310407,23
421040,4210407,42
221040,2210409,22
411040,4110409,41
431041,4310413,43
431043,4310439,43
431046,4310462,43
211050,2110500,21
351050,3510500,35
251050,2510501,25
291050,2910503,29
241050,2410504,24
431050,4310504,43
231050,2310506,23
421050,4210506,42
171050,1710508,17
221050,2210508,22
411050,4110508,41
261050,2610509,26
311050,3110509,31
431053,4310538,43
431055,4310553,43
421055,4210555,42
521056,5210562,52
431057,4310579,43
251060,2510600,25
291060,2910602,29
241060,2410603,24
431060,4310603,43
521060,5210604,52
231060,2310605,23
421060,4210605,42
221060,2210607,22
411060,4110607,41
261060,2610608,26
311060,3110608,31
211060,2110609,21
351060,3510609,35
221062,2210623,22
221063,2210631,22
431065,4310652,43
221065,2210656,22
411065,4110656,41
211065,2110658,21
251065,2510659,25
291070,2910701,29
241070,2410702,24
431070,4310702,43
231070,2310704,23
421070,4210704,42
171070,1710706,17
221070,2210706,22
411070,4110706,41
261070,2610707,26
311070,3110707,31
211070,2110708,21
351070,3510708,35
251070,2510709,25
291072,2910727,29
291075,2910750,29
431075,4310751,43
291077,2910776,29
291080,2910800,29
241080,2410801,24
431080,4310801,43
521080,5210802,52
231080,2310803,23
421080,4210803,42
221080,2210805,22
411080,4110805,41
261080,2610806,26
311080,3110806,31
211080,2110807,21
351080,3510807,35
251080,2510808,25
431085,4310850,43
231085,2310852,23
421085,4210852,42
211085,2110856,21
291085,2910859,29
431087,4310876,43
241090,2410900,24
431090,4310900,43
521090,5210901,52
231090,2310902,23
421090,4210902,42
171090,1710904,17
221090,2210904,22
411090,4110904,41
261090,2610905,26
311090,3110905,31
211090,2110906,21
351090,3510906,35
251090,2510907,25
291090,2910909,29
221093,2210938,22
231095,2310951,23
221095,2210953,22
411095,4110953,41
221097,2210979,22
221100,2211001,22
411100,4111001,41
261100,2611002,26
311100,3111002,31
211100,2111003,21
351100,3511003,35
251100,2511004,25
291100,2911006,29
241100,2411007,24
431100,4311007,43
521100,5211008,52
231100,2311009,23
421100,4211009,42
211102,2111029,21
211105,2111052,21
241105,2411056,24
421105,4211058,42
211107,2111078,21
171110,1711100,17
221110,2211100,22
411110,4111100,41
261110,2611101,26
311110,3111101,31
211110,2111102,21
351110,3511102,35
251110,2511103,25
291110,2911105,29
241110,2411106,24
431110,4311106,43
231110,2311108,23
421110,4211108,42
431112,4311122,43
431113,4311130,43
311115,3111150,31
431115,4311155,43
261120,2611200,26
311120,3111200,31
211120,2111201,21
351120,3511201,35
251120,2511202,25
291120,2911204,29
241120,2411205,24
431120,4311205,43
521120,5211206,52
231120,2311207,23
421120,4211207,42
221120,2211209,22
411120,4111209,41
231123,2311231,23
431123,4311239,43
211125,2111250,21
291125,2911253,29
431125,4311254,43
421125,4211256,42
411125,4111258,41
231126,2311264,23
431127,4311270,43
211130,2111300,21
351130,3511300,35
251130,2511301,25
291130,2911303,29
431130,4311304,43
521130,5211305,52
231130,2311306,23
421130,4211306,42
221130,2211308,22
411130,4111308,41
261130,2611309,26
311130,3111309,31
231135,2311355,23
221135,2211357,22
251140,2511400,25
291140,2911402,29
241140,2411403,24
431140,4311403,43
521140,5211404,52
231140,2311405,23
421140,4211405,42
221140,2211407,22
411140,4111407,41
261140,2611408,26
311140,3111408,31
211140,2111409,21
351140,3511409,35
241142,2411429,24
431142,4311429,43
421145,4211454,42
291150,2911501,29
241150,2411502,24
431150,4311502,43
521150,5211503,52
231150,2311504,23
421150,4211504,42
171150,1711506,17
221150,2211506,22
411150,4111506,41
261150,2611507,26
311150,3111507,31
211150,2111508,21
351150,3511508,35
251150,2511509,25
211153,2111532,21
261153,2611533,26
411155,4111555,41
211157,2111573,21
291160,2911600,29
241160,2411601,24
431160,4311601,43
521160,5211602,52
231160,2311603,23
421160,4211603,42
221160,2211605,22
411160,4111605,41
261160,2611606,26
311160,3111606,31
211160,2111607,21
351160,3511607,35
251160,2511608,25
431162,4311627,43
211163,2111631,21
431164,4311643,43
421165,4211652,42
291165,2911659,29
211167,2111672,21
241170,2411700,24
431170,4311700,43
521170,5211701,52
231170,2311702,23
421170,4211702,42
221170,2211704,22
411170,4111704,41
261170,2611705,26
311170,3111705,31
211170,2111706,21
351170,3511706,35
251170,2511707,25
291170,2911709,29
431171,4311718,43
211172,2111722,21
431173,4311734,43
211174,2111748,21
421175,4211751,42
431175,4311759,43
211176,2111763,21
431177,4311775,43
211178,2111789,21
431179,4311791,43
521180,5211800,52
231180,2311801,23
421180,4211801,42
171180,1711803,17
411180,4111803,41
261180,2611804,26
311180,3111804,31
211180,2111805,21
251180,2511806,25
291180,2911808,29
241180,2411809,24
431180,4311809,43
421185,4211850,42
291185,2911857,29
421187,4211876,42
421189,4211892,42
231190,2311900,23
421190,4211900,42
171190,1711902,17
411190,4111902,41
261190,2611903,26
311190,3111903,31
211190,2111904,21
351190,3511904,35
251190,2511905,25
291190,2911907,29
241190,2411908,24
431190,4311908,43
521190,5211909,52
171195,1711951,17
211195,2111953,21
231195,2311959,23
431198,4311981,43
261200,2612000,26
311200,3112000,31
211200,2112001,21
351200,3512001,35
251200,2512002,25
291200,2912004,29
241200,2412005,24
431200,4312005,43
521200,5212006,52
231200,2312007,23
421200,4212007,42
171200,1712009,17
411200,4112009,41
251203,2512036,25
431205,4312054,43
521205,5212055,52
421205,4212056,42
311205,3112059,31
251207,2512077,25
211210,2112100,21
351210,3512100,35
251210,2512101,25
291210,2912103,29
241210,2412104,24
